trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-005,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-625cc6b28d639429-1452,LIMIT,BUY,0.147538,33889.63,GTC,,0.147538,MAKER,33889.630000000005,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,d47e3a1a-1299-4a19-a460-4681a2bd8f7f,2025-01-02 05:05:00+00:00,2025-01-02 06:10:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-006,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-652e6d3ab535ef43-1485,LIMIT,BUY,0.149441,33458.02,GTC,,0.149441,MAKER,33458.02,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,c40a7aee-68d0-443b-aaf6-8d9bf739f697,2025-01-02 05:05:00+00:00,2025-01-02 06:50:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-013,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-966660a522ed5542-1587,MARKET,SELL,0.296979,,GTC,,0.296979,TAKER,32666.68,0.0,['5.82000000 USDT'],FILLED,,True,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,822e9498-bd47-4deb-a86e-63585e107ba2,2025-01-02 08:55:00+00:00,2025-01-02 08:55:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-014,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-979c8e6339d01695-1815,LIMIT,BUY,0.149800,33377.75,GTC,,0.149800,MAKER,33377.75,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,ab41fcba-d040-4e90-b1a9-4be261462a08,2025-01-02 13:20:00+00:00,2025-01-02 13:40:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-015,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-cd36199325781bd0-1932,LIMIT,BUY,0.151776,32943.34,GTC,,0.151776,MAKER,32943.340000000004,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,6842845b-4403-4d2d-992e-f9100c5603f7,2025-01-02 13:20:00+00:00,2025-01-02 16:05:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-016,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-3517a171a0297dbf-2232,LIMIT,SELL,0.146000,34246.55,GTC,,0.146000,MAKER,34246.55,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,569cf703-e4a1-4e1c-8218-5ecd5216b1e2,2025-01-02 13:20:00+00:00,2025-01-02 22:20:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-017,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-3303ff9c3f6cf91a-2251,LIMIT,SELL,0.034002,34680.96,GTC,,0.034002,MAKER,34680.96,0.0,['0.24000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,5d1afa2d-e8ee-4ad4-923f-c4b476d9e02c,2025-01-02 13:20:00+00:00,2025-01-02 22:40:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-018,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-3517a171a0297dbf-2233,LIMIT,SELL,0.146000,34246.55,GTC,,0.146000,MAKER,34246.55,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,6e2d521a-60aa-4060-8d19-a2e38f7ce477,2025-01-02 13:40:00+00:00,2025-01-02 22:20:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-019,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-3303ff9c3f6cf91a-2252,LIMIT,SELL,0.045048,34680.96,GTC,,0.045048,MAKER,34680.96,0.0,['0.31000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,70079326-8e2a-41b4-8379-b445ad1801d1,2025-01-02 13:40:00+00:00,2025-01-02 22:40:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-020,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-3517a171a0297dbf-2234,LIMIT,SELL,0.146000,34246.55,GTC,,0.146000,MAKER,34246.55,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,2c931c59-1ed9-4e1b-86ec-194c69e1a2dd,2025-01-02 16:05:00+00:00,2025-01-02 22:20:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-021,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-3303ff9c3f6cf91a-2253,LIMIT,SELL,0.055939,34680.96,GTC,,0.055939,MAKER,34680.96,0.0,['0.39000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,fa40e435-d198-46a4-a63c-724904488bd9,2025-01-02 16:05:00+00:00,2025-01-02 22:40:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-024,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-293af36475292cbd-2606,LIMIT,SELL,0.145646,34329.89,GTC,,0.145646,MAKER,34329.89,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,e3db8a8f-480e-4f28-b403-aa339597ce26,2025-01-03 05:20:00+00:00,2025-01-03 06:00:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-025,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-edbe142b2cf32328-2631,LIMIT,SELL,0.028794,34729.12,GTC,,0.028794,MAKER,34729.12,0.0,['0.20000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,7056ae4b-8e3a-4530-8373-6c1b679eac73,2025-01-03 05:20:00+00:00,2025-01-03 06:30:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-030,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-b5fb9b0a2b0a6bc9-2710,MARKET,BUY,0.445853,,GTC,,0.445853,TAKER,34793.009999999995,0.0,['9.31000000 USDT'],FILLED,,True,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,1675379e-bcdf-4f6b-b411-9155002c50ed,2025-01-03 08:05:00+00:00,2025-01-03 08:05:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-033,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-a094be7e7f3376ae-3309,LIMIT,SELL,0.131201,36166.61,GTC,,0.131201,MAKER,36166.61,0.0,['0.95000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,d02e4c42-3d1d-40cd-b74b-cdb9f04c312f,2025-01-03 18:00:00+00:00,2025-01-03 20:35:00+00:00
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-1-034,BTC/USDT.SIM-SRGridStrategyV2-000,SIM-001,T-20f17816ca28a9be-3402,LIMIT,SELL,0.136295,36685.09,GTC,,0.136295,MAKER,36685.09,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,3fa69d4b-6366-49a4-a099-326161e1df13,2025-01-03 18:00:00+00:00,2025-01-03 22:30:00+00:00
