trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-001,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-91dab33c24d9e9db-1632,LIMIT,BUY,0.174911,21458.14,GTC,,0.174911,MAKER,21458.14,0.0,['0.75000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,9523311b-1b53-4673-a78e-f09ecc679ac6,2022-08-23 22:00:00+00:00,2022-08-23 23:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-010,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-fb44bc02d8896acf-1716,LIMIT,SELL,0.032898,21684.87,GTC,,0.032898,MAKER,21684.870000000003,0.0,['0.14000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,7380f610-1ed6-4c63-8203-6b108ade10d9,2022-08-23 22:00:00+00:00,2022-08-24 16:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-011,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-b2dae98f7a411140-1730,LIMIT,SELL,0.061709,21800.00,GTC,,0.061709,MAKER,21800.0,0.0,['0.27000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,00607cb1-b451-4afe-94cd-5e908e0023c8,2022-08-23 22:00:00+00:00,2022-08-24 19:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-002,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-c30ffe8c9d649fc5-1637,LIMIT,BUY,0.143415,21370.95,GTC,,0.143415,MAKER,21370.95,0.0,['0.61000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,ed101a69-9646-4cb2-9571-8e152e3168d5,2022-08-23 22:00:00+00:00,2022-08-24 00:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-003,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef32a6ffc8538936-1643,LIMIT,BUY,0.138054,21322.72,GTC,,0.138054,MAKER,21322.72,0.0,['0.59000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,e7f88998-0ecd-42b0-9276-3081e099c04b,2022-08-23 22:00:00+00:00,2022-08-24 01:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-004,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef32a6ffc8538936-1646,LIMIT,BUY,0.141608,21269.85,GTC,,0.141608,MAKER,21269.85,0.0,['0.60000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,6216051f-bf36-4395-a0df-5c3618a25842,2022-08-23 22:00:00+00:00,2022-08-24 01:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-005,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-67ab586644b30d6c-1895,LIMIT,BUY,0.095152,21118.50,GTC,,0.095152,MAKER,21118.5,0.0,['0.40000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,ecd65cc7-2a95-498d-9441-0da2fa477774,2022-08-23 22:00:00+00:00,2022-08-26 11:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-006,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-62193b8ba398642f-1916,LIMIT,BUY,0.074976,21077.83,GTC,,0.074976,MAKER,21077.83,0.0,['0.32000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,7f4a546c-49d8-4e4f-a016-68b1e344b82a,2022-08-23 22:00:00+00:00,2022-08-26 15:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-007,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-91dab33c24d9e9db-1630,LIMIT,SELL,0.232025,21549.36,GTC,,0.232025,MAKER,21549.36,0.0,['1.00000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,09f6da93-3975-4635-84b6-cb031d3c52ae,2022-08-23 22:00:00+00:00,2022-08-23 23:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-008,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-15b898b0d5ffabc8-1702,LIMIT,SELL,0.174099,21587.74,GTC,,0.174099,MAKER,21587.74,0.0,['0.75000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,79704a30-8551-46cd-81a9-bc465f6e697c,2022-08-23 22:00:00+00:00,2022-08-24 15:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-009,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-fb44bc02d8896acf-1710,LIMIT,SELL,0.039644,21660.73,GTC,,0.039644,MAKER,21660.73,0.0,['0.17000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,450d5652-84f2-453d-8dc1-8260ef6fda7e,2022-08-23 22:00:00+00:00,2022-08-24 16:00:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-012,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-c30ffe8c9d649fc5-1638,LIMIT,BUY,0.200314,21370.95,GTC,,0.200314,MAKER,21370.95,0.0,['0.86000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,c63a516d-f477-4de5-8e29-a99e2db2b532,2022-08-23 23:00:00+00:00,2022-08-24 00:00:00+00:00
