trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-001,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-98c00e9555afe2c8-1546,LIMIT,BUY,0.021081,116713.17,GTC,,0.021081,MAKER,116713.17,0.0,['0.49000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,25513b73-dbc5-4f1f-aafc-1810e8bcb714,2025-08-08 09:50:00+00:00,2025-08-08 09:55:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-010,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef7adb7e0567b383-1537,LIMIT,SELL,0.018962,116578.28,GTC,,0.018962,TAKER,116726.87,-148.5899999999965,['1.11000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,5cab7adb-470d-4cb4-b16e-bde0e076fe25,2025-08-08 09:50:00+00:00,2025-08-08 09:50:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-011,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef7adb7e0567b383-1538,LIMIT,SELL,0.018631,116503.98,GTC,,0.018631,TAKER,116726.87,-222.88999999998487,['1.09000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,fa7d52f9-0067-4a1d-8776-f4dbe6838423,2025-08-08 09:50:00+00:00,2025-08-08 09:50:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-012,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef7adb7e0567b383-1539,LIMIT,SELL,0.017756,116429.68,GTC,,0.017756,TAKER,116726.87,-297.1900000000023,['1.04000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,51c7ac73-ba93-4f7d-9db2-79b4d612f121,2025-08-08 09:50:00+00:00,2025-08-08 09:50:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-013,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef7adb7e0567b383-1540,LIMIT,SELL,0.016408,116355.38,GTC,,0.016408,TAKER,116726.87,-371.49000000000524,['0.96000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,9a3eb425-2ef9-4e00-908b-da0458ff1d55,2025-08-08 09:50:00+00:00,2025-08-08 09:50:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-014,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef7adb7e0567b383-1541,LIMIT,SELL,0.014706,116281.09,GTC,,0.014706,TAKER,116726.87,-445.7799999999843,['0.86000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,d75b74a8-5551-4b71-8c17-4a7784ab55d6,2025-08-08 09:50:00+00:00,2025-08-08 09:50:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-015,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef7adb7e0567b383-1542,LIMIT,SELL,0.012798,116206.79,GTC,,0.012798,TAKER,116726.87,-520.0799999999872,['0.75000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,ea1545a5-bafa-4c6b-b5bc-03d8c2619e78,2025-08-08 09:50:00+00:00,2025-08-08 09:50:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-016,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef7adb7e0567b383-1543,LIMIT,SELL,0.010840,116132.49,GTC,,0.010840,TAKER,116726.87,-594.3799999999901,['0.63000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,a052b21e-f0c2-4b74-95e4-48e33834e7d0,2025-08-08 09:50:00+00:00,2025-08-08 09:50:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-002,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef7adb7e0567b383-1529,LIMIT,BUY,0.019863,116787.47,GTC,,0.019863,TAKER,116726.87,-60.60000000000582,['1.16000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,30fb4a15-f1c6-44aa-a4cc-d2276451621c,2025-08-08 09:50:00+00:00,2025-08-08 09:50:00+00:00
TESTER-001,SRGridStrategy-000,BTC/USDT.SIM,SIM-1-003,BTC/USDT.SIM-SRGridStrategy-000,SIM-001,T-ef7adb7e0567b383-1530,LIMIT,BUY,0.018334,116861.77,GTC,,0.018334,TAKER,116726.87,-134.90000000000873,['1.07000000 USDT'],FILLED,False,False,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,497b5255-906c-48f7-9fc4-116a92951e11,2025-08-08 09:50:00+00:00,2025-08-08 09:50:00+00:00
